Order_Date,Product_Category,Product_Price,Order_Quantity,Discount_Applied,Shipping_Method,Payment_Method,User_Age,User_Gender,User_Location,Return_Status,Order_Value
2024-06-06,Clothing,1239.6,2,10.78,Next-Day,Wallet,59,Male,City94,Not Returned,2211.94224
2022-09-08,Books,1211.33,2,8.83,Standard,Wallet,20,Male,City28,Not Returned,2208.739122
2025-01-19,Clothing,1298.06,4,1.0,Standard,COD,30,Female,City54,Not Returned,5140.317599999999
2024-02-24,Clothing,1767.88,2,37.17,Standard,COD,62,Male,City12,Returned,2221.518008
2024-03-19,Books,1435.83,3,22.33,Express,Debit Card,46,Male,City78,Not Returned,3345.627483
2023-06-09,Home Appliances,1780.83,5,20.92,Next-Day,Debit Card,27,Female,City32,Not Returned,7041.401819999999
2022-10-20,Electronics,1898.16,3,11.03,Express,Wallet,24,Male,City59,Not Returned,5066.378856
2022-01-06,Clothing,1909.65,2,26.93,Next-Day,Credit Card,47,Male,City96,Not Returned,2790.76251
2023-11-04,Toys,1230.55,2,4.31,Next-Day,Credit Card,39,Male,City12,Not Returned,2355.02659
2022-11-11,Clothing,1002.53,3,17.12,Next-Day,Credit Card,60,Male,City64,Not Returned,2492.690592
2023-12-31,Toys,480.42,3,49.24,Next-Day,Wallet,25,Female,City79,Not Returned,731.5835760000001
2023-05-16,Books,1249.28,5,38.66,Express,COD,51,Male,City69,Not Returned,3831.54176
2025-01-03,Home Appliances,784.44,5,9.16,Standard,Credit Card,34,Male,City97,Not Returned,3562.92648
2025-01-25,Clothing,1025.16,2,39.26,Standard,COD,53,Male,City93,Not Returned,1245.364368
2023-04-20,Clothing,1734.34,2,42.15,Express,Wallet,31,Female,City65,Not Returned,2006.63138
2022-12-18,Home Appliances,1530.83,3,24.98,Standard,Wallet,62,Male,City82,Not Returned,3445.285998
2024-07-31,Toys,1671.52,1,24.92,Express,Debit Card,46,Female,City5,Not Returned,1254.977216
2025-05-31,Clothing,1803.4,3,13.38,Standard,Wallet,48,Male,City86,Not Returned,4686.315240000001
2025-06-06,Books,1228.72,5,42.31,Standard,Credit Card,20,Male,City33,Not Returned,3544.24284
2023-11-11,Clothing,881.41,1,43.21,Standard,Debit Card,54,Female,City67,Returned,500.55273900000003
2024-08-14,Electronics,1057.91,2,16.59,Next-Day,Credit Card,26,Male,City87,Not Returned,1764.8054620000003
2023-06-27,Clothing,204.35,3,4.01,Next-Day,COD,33,Male,City65,Not Returned,588.466695
2023-11-04,Clothing,1495.32,1,9.79,Standard,COD,19,Female,City14,Not Returned,1348.928172
2022-04-12,Toys,1780.27,2,48.92,Standard,Debit Card,38,Male,City50,Returned,1818.7238319999997
2025-01-07,Toys,907.48,4,4.4,Standard,Wallet,40,Male,City91,Not Returned,3470.20352
2022-07-07,Electronics,438.49,5,40.58,Next-Day,Wallet,41,Male,City13,Returned,1302.75379
2023-03-14,Clothing,1078.9,4,4.08,Express,Debit Card,42,Male,City69,Returned,4139.523520000001
2025-05-02,Clothing,1558.16,1,24.8,Next-Day,Debit Card,59,Female,City20,Returned,1171.73632
2022-04-28,Clothing,499.43,4,49.97,Express,Debit Card,35,Female,City19,Returned,999.459316
2022-02-28,Books,276.56,5,9.74,Next-Day,Wallet,30,Male,City12,Not Returned,1248.11528
2023-09-29,Electronics,1036.86,5,32.8,Standard,Wallet,65,Female,City59,Not Returned,3483.8495999999996
2025-05-11,Clothing,1663.22,4,20.28,Express,COD,46,Male,City8,Not Returned,5303.675936000001
2023-11-09,Electronics,1979.22,3,19.76,Standard,Debit Card,40,Male,City24,Not Returned,4764.378384
2025-03-10,Clothing,403.8,2,47.96,Standard,Debit Card,50,Male,City2,Not Returned,420.27504
2024-09-14,Toys,1982.5,2,12.63,Standard,Wallet,29,Male,City18,Returned,3464.2205
2023-10-25,Electronics,1665.35,4,35.81,Express,Wallet,42,Female,City83,Not Returned,4275.952659999999
2022-04-24,Electronics,1319.66,1,22.33,Standard,Debit Card,43,Male,City20,Returned,1024.9799220000002
2023-12-03,Electronics,1187.03,5,10.74,Standard,Credit Card,48,Female,City61,Not Returned,5297.71489
2025-01-18,Electronics,1948.08,3,28.66,Express,Wallet,63,Female,City87,Not Returned,4169.280816
2025-05-28,Books,1535.84,1,16.68,Express,Credit Card,62,Male,City34,Not Returned,1279.6618879999999
2025-02-03,Clothing,1431.22,4,20.99,Express,COD,64,Male,City75,Returned,4523.227688
2025-07-31,Books,1186.7,1,11.45,Next-Day,Debit Card,18,Female,City77,Not Returned,1050.82285
2024-10-24,Clothing,668.67,4,34.88,Next-Day,COD,24,Female,City91,Not Returned,1741.7516159999998
2022-01-15,Electronics,967.22,5,24.45,Express,Wallet,41,Female,City48,Not Returned,3653.6735500000004
2025-06-02,Toys,580.27,4,8.93,Express,COD,40,Female,City73,Not Returned,2113.807556
2022-01-15,Electronics,871.27,2,36.28,Next-Day,Credit Card,19,Female,City34,Returned,1110.346488
2022-05-21,Books,700.4,3,24.39,Express,Debit Card,43,Female,City89,Not Returned,1588.7173199999997
2022-08-17,Clothing,978.13,4,17.81,Standard,Credit Card,45,Male,City16,Not Returned,3215.7001880000003
2023-05-16,Clothing,1725.07,2,13.77,Next-Day,Wallet,61,Female,City75,Not Returned,2975.055722
2025-04-18,Electronics,260.11,3,18.5,Standard,Wallet,47,Female,City51,Not Returned,635.96895
2022-07-10,Books,1730.93,3,17.01,Next-Day,Wallet,21,Female,City63,Not Returned,4309.496421
2024-03-03,Books,1721.64,3,44.03,Next-Day,Credit Card,31,Female,City33,Returned,2890.805724
2024-05-02,Clothing,1172.23,4,1.69,Standard,COD,24,Male,City68,Returned,4609.6772519999995
2022-03-06,Clothing,1020.19,1,43.54,Express,COD,59,Male,City44,Returned,575.999274
2024-04-10,Toys,1033.99,3,26.95,Express,COD,32,Female,City86,Returned,2265.989085
2022-12-14,Electronics,106.98,2,15.13,Next-Day,COD,40,Male,City7,Not Returned,181.587852
2025-06-13,Books,901.07,1,7.11,Next-Day,COD,19,Male,City93,Not Returned,837.0039230000001
2023-12-18,Electronics,1376.69,3,26.4,Standard,Credit Card,62,Female,City52,Not Returned,3039.73152
2024-01-01,Clothing,1719.25,2,39.8,Express,Credit Card,27,Female,City41,Returned,2069.9770000000003
2022-04-25,Clothing,1002.36,3,30.71,Express,COD,31,Male,City8,Not Returned,2083.605732
2023-10-28,Toys,1296.78,2,20.58,Standard,Debit Card,32,Female,City35,Returned,2059.805352
2024-03-13,Home Appliances,492.31,3,35.6,Next-Day,Wallet,53,Male,City92,Returned,951.1429199999999
2023-10-08,Electronics,1824.12,3,8.95,Next-Day,COD,58,Female,City42,Not Returned,4982.58378
2022-06-24,Electronics,652.14,4,0.73,Standard,COD,31,Male,City38,Not Returned,2589.517512
2023-06-19,Books,1221.61,3,15.66,Standard,Credit Card,64,Female,City33,Not Returned,3090.917622
2023-04-15,Clothing,434.38,1,19.22,Next-Day,Wallet,48,Male,City41,Not Returned,350.89216400000004
2025-07-03,Books,458.83,5,31.4,Standard,Credit Card,42,Male,City87,Returned,1573.7868999999998
2024-02-18,Clothing,1097.25,4,39.28,Standard,Credit Card,64,Male,City72,Not Returned,2665.0008
2023-05-06,Clothing,1366.22,3,4.49,Express,Debit Card,42,Male,City2,Returned,3914.6301659999995
2023-09-01,Home Appliances,958.16,2,32.18,Standard,Debit Card,56,Female,City62,Not Returned,1299.648224
2023-01-19,Clothing,1773.9,4,33.41,Next-Day,Credit Card,60,Female,City85,Returned,4724.960040000001
2023-08-26,Toys,1449.38,5,19.84,Standard,Debit Card,56,Female,City16,Returned,5809.115040000001
2023-04-22,Clothing,641.7,3,25.18,Express,Wallet,51,Female,City98,Not Returned,1440.3598200000001
2023-07-01,Toys,1080.26,1,29.13,Next-Day,COD,45,Female,City87,Not Returned,765.580262
2023-09-17,Home Appliances,726.96,1,35.99,Next-Day,Debit Card,60,Male,City78,Returned,465.32709600000004
2024-12-14,Electronics,298.84,3,41.66,Next-Day,COD,35,Female,City14,Not Returned,523.029768
2022-08-09,Home Appliances,1867.36,2,44.36,Standard,Credit Card,32,Male,City42,Returned,2077.998208
2023-12-06,Clothing,325.31,1,36.72,Standard,Credit Card,22,Female,City70,Returned,205.856168
2023-07-05,Clothing,141.57,3,27.93,Standard,COD,36,Female,City44,Returned,306.08849699999996
2025-07-22,Electronics,1567.77,2,47.45,Standard,Debit Card,20,Male,City76,Not Returned,1647.7262699999999
2024-10-21,Toys,1733.98,4,5.4,Standard,Wallet,51,Male,City76,Not Returned,6561.380319999999
2025-06-26,Clothing,949.66,2,25.66,Express,Wallet,64,Male,City5,Returned,1411.954488
2022-02-20,Toys,1816.23,3,34.29,Express,Credit Card,29,Female,City95,Not Returned,3580.3341990000004
2022-12-23,Books,1434.03,3,28.38,Standard,COD,58,Female,City68,Not Returned,3081.156858
2024-01-27,Electronics,1834.94,4,44.81,Express,COD,45,Male,City16,Not Returned,4050.8135440000005
2022-06-08,Toys,435.88,2,44.98,Standard,Wallet,60,Male,City35,Returned,479.642352
2022-09-15,Clothing,1024.28,2,23.7,Express,COD,46,Female,City98,Not Returned,1563.05128
2022-12-18,Clothing,1301.33,4,3.32,Standard,Wallet,59,Male,City4,Not Returned,5032.503376
2024-10-30,Electronics,127.43,1,45.59,Next-Day,Credit Card,53,Male,City27,Returned,69.334663
2022-11-15,Clothing,313.3,4,43.57,Next-Day,Credit Card,63,Female,City27,Returned,707.1807600000001
2025-02-15,Electronics,900.17,2,20.19,Next-Day,Debit Card,48,Male,City85,Returned,1436.851354
2022-09-13,Electronics,598.3,2,5.95,Next-Day,Debit Card,30,Female,City91,Not Returned,1125.4023
2023-05-06,Clothing,1035.01,2,5.08,Next-Day,Wallet,45,Female,City33,Not Returned,1964.862984
2024-04-29,Toys,1147.98,4,10.29,Standard,Credit Card,48,Male,City51,Not Returned,4119.411432
2022-10-22,Clothing,585.98,1,35.06,Express,Wallet,25,Male,City83,Not Returned,380.535412
2024-10-05,Toys,1945.64,2,37.7,Express,COD,31,Male,City34,Not Returned,2424.26744
2025-02-26,Toys,1161.79,3,25.48,Express,Wallet,23,Male,City27,Returned,2597.297724
2025-05-28,Electronics,1872.96,2,25.31,Standard,COD,63,Female,City17,Returned,2797.827648
2022-03-28,Toys,972.8,3,45.6,Next-Day,COD,47,Female,City67,Returned,1587.6096
2023-04-17,Electronics,1652.26,4,15.1,Standard,COD,58,Female,City82,Not Returned,5611.07496
2023-01-06,Books,1905.43,5,49.74,Express,Wallet,26,Female,City37,Not Returned,4788.345589999999
2024-02-03,Electronics,1154.32,1,6.77,Express,Credit Card,56,Male,City12,Returned,1076.172536
2024-01-14,Clothing,544.0,5,9.9,Express,Credit Card,45,Male,City67,Not Returned,2450.7200000000003
2023-06-13,Electronics,407.08,4,4.38,Standard,COD,52,Male,City44,Not Returned,1556.999584
2023-12-30,Home Appliances,1044.66,4,37.68,Standard,Wallet,42,Female,City94,Not Returned,2604.128448
2025-07-15,Electronics,220.32,3,49.75,Standard,Credit Card,27,Male,City4,Not Returned,332.13239999999996
2024-12-19,Clothing,191.62,3,47.72,Standard,Wallet,54,Male,City54,Not Returned,300.53680799999995
2023-12-16,Clothing,980.81,2,31.4,Next-Day,Credit Card,34,Female,City68,Not Returned,1345.67132
2025-07-25,Clothing,920.05,5,27.06,Standard,COD,62,Male,City23,Returned,3355.4223500000003
2025-05-17,Clothing,749.88,3,10.25,Standard,Debit Card,24,Male,City22,Returned,2019.0518999999997
2023-02-08,Home Appliances,1278.4,5,41.57,Next-Day,Credit Card,24,Male,City37,Returned,3734.8456
2024-02-06,Electronics,1295.33,5,18.38,Next-Day,Wallet,38,Female,City89,Not Returned,5286.24173
2022-08-16,Clothing,886.54,1,23.22,Standard,Wallet,29,Female,City45,Not Returned,680.685412
2025-03-27,Clothing,1461.06,2,0.57,Express,Wallet,61,Female,City54,Not Returned,2905.4639159999997
2024-10-22,Electronics,409.83,2,12.26,Express,Credit Card,49,Female,City59,Returned,719.169684
2024-01-06,Toys,992.58,5,46.97,Next-Day,Wallet,63,Male,City100,Returned,2631.82587
2024-06-21,Clothing,1160.42,5,31.92,Express,Debit Card,43,Male,City45,Not Returned,3950.06968
2024-03-10,Clothing,683.98,4,43.13,Next-Day,Debit Card,34,Male,City23,Not Returned,1555.917704
2023-01-06,Clothing,1092.08,2,35.77,Next-Day,Credit Card,37,Female,City69,Returned,1402.8859679999998
2024-04-30,Books,760.74,2,12.09,Standard,Credit Card,30,Male,City19,Returned,1337.533068
2025-05-12,Electronics,1860.9,5,46.91,Standard,Debit Card,18,Female,City34,Not Returned,4939.759050000001
2025-06-20,Electronics,301.95,5,48.86,Express,Credit Card,34,Male,City53,Returned,772.0861500000001
2024-11-07,Books,1775.83,3,16.8,Express,COD,32,Female,City85,Not Returned,4432.47168
2022-03-25,Books,381.08,3,6.74,Next-Day,Wallet,48,Male,City55,Not Returned,1066.185624
2023-06-01,Electronics,1694.81,5,6.4,Express,Debit Card,31,Female,City24,Not Returned,7931.710799999999
2024-03-17,Electronics,1214.99,4,18.96,Express,Debit Card,28,Male,City94,Not Returned,3938.511584
2022-01-17,Clothing,1819.71,2,44.6,Express,COD,64,Male,City80,Not Returned,2016.2386800000002
2022-07-05,Home Appliances,457.45,4,19.11,Standard,Debit Card,50,Male,City42,Not Returned,1480.12522
2025-01-10,Clothing,386.6,1,17.14,Express,Wallet,23,Female,City81,Not Returned,320.33676
2022-03-27,Clothing,156.17,3,17.35,Standard,Credit Card,23,Male,City86,Not Returned,387.223515
2022-04-23,Clothing,490.98,3,14.92,Standard,COD,31,Female,City39,Not Returned,1253.1773520000002
2024-05-07,Clothing,1386.22,1,46.93,Express,Wallet,35,Female,City56,Returned,735.6669539999999
2023-07-26,Home Appliances,1003.25,2,3.08,Express,COD,44,Male,City92,Returned,1944.6997999999999
2024-11-13,Clothing,533.24,1,16.36,Express,Wallet,49,Male,City26,Returned,446.001936
2024-09-10,Toys,1235.61,1,2.54,Standard,COD,29,Male,City48,Not Returned,1204.225506
2024-10-20,Electronics,1614.27,4,0.5,Next-Day,Wallet,58,Male,City97,Not Returned,6424.7946
2024-01-13,Electronics,897.98,3,45.34,Standard,Credit Card,42,Male,City30,Not Returned,1472.507604
2023-05-31,Clothing,493.49,1,25.16,Next-Day,Debit Card,62,Female,City88,Not Returned,369.32791599999996
2023-05-08,Toys,861.25,5,33.48,Express,COD,58,Female,City20,Not Returned,2864.5175
2023-10-17,Toys,523.8,5,34.92,Standard,Wallet,33,Female,City33,Not Returned,1704.4452
2024-09-03,Clothing,885.14,5,43.62,Express,Credit Card,55,Male,City6,Not Returned,2495.2096600000004
2025-03-17,Clothing,521.92,1,31.81,Standard,Debit Card,46,Male,City73,Not Returned,355.89724799999993
2023-01-14,Books,1478.27,1,19.82,Express,Credit Card,25,Male,City90,Returned,1185.2768859999999
2022-10-22,Clothing,1133.18,3,17.02,Express,COD,31,Male,City37,Not Returned,2820.938292
2022-06-28,Electronics,184.49,5,45.15,Standard,Debit Card,56,Female,City28,Not Returned,505.963825
2025-06-22,Electronics,352.01,4,23.84,Next-Day,Credit Card,63,Female,City19,Not Returned,1072.363264
2025-06-09,Toys,1722.44,5,48.17,Express,Credit Card,19,Male,City10,Not Returned,4463.70326
2024-08-07,Clothing,1045.17,4,1.73,Express,Debit Card,59,Female,City56,Returned,4108.354236
2023-07-03,Electronics,412.83,3,16.56,Standard,Credit Card,52,Male,City87,Returned,1033.396056
2025-05-06,Toys,1602.53,4,35.05,Next-Day,COD,40,Female,City90,Not Returned,4163.372939999999
2025-08-10,Clothing,1190.21,5,31.02,Express,COD,51,Male,City21,Not Returned,4105.03429
2022-09-03,Toys,1814.27,5,45.66,Express,Credit Card,45,Female,City75,Not Returned,4929.371590000002
2025-01-21,Home Appliances,807.65,2,11.53,Express,COD,60,Male,City77,Not Returned,1429.05591
2022-08-29,Books,1905.23,1,23.65,Standard,Debit Card,22,Female,City60,Not Returned,1454.643105
2023-09-02,Electronics,614.02,4,29.99,Standard,COD,33,Male,City44,Not Returned,1719.5016079999998
2022-08-25,Clothing,669.98,4,34.41,Standard,Wallet,50,Male,City95,Not Returned,1757.759528
2025-06-04,Clothing,1064.65,4,20.44,Express,COD,63,Male,City26,Not Returned,3388.1421600000003
2022-06-16,Clothing,635.35,5,31.05,Standard,Credit Card,63,Male,City77,Not Returned,2190.369125
2024-12-08,Clothing,1672.95,3,37.19,Next-Day,Debit Card,19,Female,City90,Not Returned,3152.339685000001
2022-07-13,Clothing,1137.24,1,18.16,Next-Day,Wallet,55,Male,City55,Returned,930.717216
2022-06-01,Home Appliances,422.74,3,35.75,Standard,Debit Card,25,Male,City43,Not Returned,814.8313500000002
2022-12-26,Clothing,1774.06,5,2.11,Express,Wallet,57,Male,City35,Not Returned,8683.13667
2024-08-02,Home Appliances,633.89,2,16.04,Next-Day,COD,38,Female,City20,Not Returned,1064.428088
2023-08-10,Toys,1435.65,2,39.4,Standard,Debit Card,58,Female,City75,Not Returned,1740.0078000000003
2022-02-12,Clothing,1033.32,3,3.12,Standard,COD,62,Male,City6,Not Returned,3003.241248
2022-11-11,Electronics,687.97,4,38.51,Next-Day,Wallet,43,Male,City71,Not Returned,1692.131012
2025-07-04,Electronics,916.45,1,21.91,Standard,COD,54,Female,City57,Not Returned,715.6558050000001
2023-12-13,Clothing,1713.91,1,1.29,Express,Debit Card,38,Female,City17,Not Returned,1691.800561
2023-07-21,Clothing,1429.4,2,33.59,Next-Day,Wallet,25,Male,City7,Returned,1898.5290799999998
2025-08-12,Clothing,1671.95,5,23.69,Standard,COD,50,Male,City48,Not Returned,6379.325225
2025-06-10,Toys,1806.72,3,1.84,Express,Credit Card,63,Male,City35,Returned,5320.429056
2022-11-04,Books,183.4,2,40.13,Next-Day,Credit Card,63,Male,City93,Not Returned,219.60316
2022-01-21,Clothing,1566.14,2,35.67,Standard,Credit Card,44,Male,City99,Not Returned,2014.995724
2024-09-05,Clothing,1223.34,2,17.75,Next-Day,Wallet,33,Female,City26,Not Returned,2012.3943
2024-05-28,Clothing,1505.65,1,44.07,Express,Credit Card,45,Male,City83,Returned,842.1100450000001
2025-07-02,Electronics,716.17,4,13.26,Next-Day,Credit Card,39,Male,City64,Returned,2484.8234319999997
2024-11-19,Clothing,916.47,5,16.29,Next-Day,Debit Card,18,Female,City96,Not Returned,3835.885185
2023-10-11,Clothing,937.71,1,9.86,Express,Wallet,23,Male,City67,Not Returned,845.251794
2025-05-27,Electronics,1680.43,5,12.74,Express,Debit Card,60,Male,City83,Not Returned,7331.71609
2025-07-07,Books,380.85,1,32.49,Next-Day,Credit Card,28,Male,City63,Not Returned,257.11183500000004
2023-03-30,Electronics,160.09,3,49.37,Standard,Wallet,50,Female,City77,Not Returned,243.160701
2024-07-16,Clothing,1952.4,4,38.85,Next-Day,Wallet,21,Female,City43,Returned,4775.5704
2022-03-28,Clothing,165.98,3,44.58,Express,Debit Card,24,Female,City2,Not Returned,275.958348
2025-06-08,Clothing,916.94,2,25.43,Express,Debit Card,42,Male,City11,Returned,1367.5243160000002
2025-03-12,Home Appliances,216.45,5,32.92,Express,Wallet,50,Male,City98,Not Returned,725.9733000000001
2022-01-03,Books,1392.72,4,5.11,Next-Day,Wallet,50,Female,City55,Not Returned,5286.208032
2022-12-27,Toys,785.76,4,36.88,Express,Wallet,60,Male,City45,Not Returned,1983.8868479999999
2025-01-16,Clothing,1662.52,4,16.91,Express,Wallet,56,Female,City25,Returned,5525.551472
2023-11-21,Books,675.87,4,39.1,Next-Day,Credit Card,40,Male,City17,Not Returned,1646.41932
2023-10-09,Home Appliances,938.11,1,18.78,Standard,Debit Card,46,Male,City66,Returned,761.932942
2024-03-22,Electronics,1612.02,3,3.7,Express,Credit Card,58,Female,City36,Not Returned,4657.125779999999
2023-05-23,Home Appliances,361.86,3,37.44,Standard,Wallet,43,Female,City73,Not Returned,679.138848
2023-09-21,Clothing,847.58,1,49.39,Standard,Wallet,48,Female,City58,Not Returned,428.960238
2023-06-14,Clothing,1018.78,5,11.84,Standard,Debit Card,52,Male,City3,Not Returned,4490.78224
2024-03-17,Toys,940.74,1,6.49,Express,Credit Card,56,Female,City14,Not Returned,879.6859740000001
2024-12-11,Toys,1146.36,3,25.29,Next-Day,Wallet,30,Male,City3,Not Returned,2569.336668
2024-11-05,Electronics,1010.39,3,17.78,Standard,COD,61,Female,City87,Not Returned,2492.2279740000004
2023-10-28,Books,1115.39,1,23.03,Next-Day,Debit Card,43,Male,City86,Not Returned,858.5156830000001
2023-08-28,Home Appliances,167.96,3,36.24,Standard,Wallet,65,Male,City1,Returned,321.27388799999994
2024-08-02,Books,964.61,2,1.16,Next-Day,Wallet,44,Male,City34,Not Returned,1906.841048
2025-06-10,Clothing,697.11,1,39.5,Standard,Credit Card,25,Female,City45,Returned,421.75155
2025-08-02,Electronics,1120.21,1,7.0,Standard,COD,49,Male,City70,Not Returned,1041.7953
2023-02-21,Toys,861.56,3,16.12,Express,COD,45,Female,City86,Not Returned,2168.029584
2022-05-06,Clothing,1750.03,2,4.4,Next-Day,Wallet,57,Male,City46,Returned,3346.05736
2023-07-24,Electronics,757.98,4,24.74,Express,COD,45,Female,City23,Not Returned,2281.8229920000003
2022-02-10,Clothing,1873.74,3,8.94,Standard,Debit Card,58,Female,City29,Not Returned,5118.682932
2022-03-29,Clothing,1119.35,3,4.15,Next-Day,Credit Card,45,Female,City26,Not Returned,3218.690925
2023-01-24,Toys,938.58,4,25.4,Express,Wallet,32,Male,City41,Not Returned,2800.72272
2024-09-27,Toys,416.74,1,22.71,Express,Wallet,20,Male,City61,Returned,322.098346
2024-02-26,Clothing,1580.21,4,43.81,Express,Debit Card,41,Female,City57,Not Returned,3551.679996
2024-10-17,Toys,1593.62,2,39.88,Express,Wallet,24,Female,City59,Not Returned,1916.1686879999997
2024-08-06,Books,1587.23,1,35.2,Express,COD,39,Female,City74,Returned,1028.5250399999998
2022-02-26,Books,1258.66,1,15.6,Express,COD,65,Female,City62,Returned,1062.30904
2022-05-01,Books,1826.62,4,16.95,Next-Day,COD,18,Female,City34,Returned,6068.03164
2022-02-24,Clothing,513.54,5,3.52,Express,Wallet,32,Female,City57,Returned,2477.3169599999997
2024-03-05,Clothing,253.63,3,48.2,Standard,Credit Card,53,Female,City93,Not Returned,394.14102
2023-04-29,Toys,1475.64,1,3.48,Express,Credit Card,25,Male,City16,Not Returned,1424.2877280000002
2022-04-04,Books,698.62,4,35.14,Next-Day,Wallet,40,Male,City51,Not Returned,1812.4997280000002
2022-05-02,Electronics,1961.87,1,26.31,Next-Day,Wallet,23,Female,City5,Not Returned,1445.7020029999999
2023-02-24,Electronics,1100.2,4,11.33,Standard,Credit Card,19,Male,City78,Not Returned,3902.1893600000003
2025-01-25,Toys,122.52,2,15.41,Next-Day,Debit Card,29,Female,City100,Not Returned,207.279336
2025-07-27,Books,1336.76,4,32.63,Next-Day,Debit Card,37,Male,City22,Not Returned,3602.300848
2025-06-29,Clothing,1398.48,2,43.86,Standard,Wallet,28,Female,City25,Not Returned,1570.213344
2024-12-03,Books,385.35,1,25.17,Next-Day,Debit Card,48,Female,City59,Not Returned,288.357405
2023-12-30,Electronics,967.89,4,16.96,Standard,Debit Card,34,Male,City16,Not Returned,3214.943424
2022-08-11,Electronics,1041.56,1,34.55,Next-Day,Debit Card,40,Female,City28,Not Returned,681.7010200000001
2022-06-04,Electronics,1959.15,5,44.44,Next-Day,Credit Card,31,Female,City57,Returned,5442.5187000000005
2022-09-23,Electronics,383.26,1,44.01,Express,Debit Card,39,Female,City45,Not Returned,214.587274
2025-06-17,Electronics,1911.84,3,19.12,Express,Credit Card,31,Male,City76,Not Returned,4638.888575999999
2025-07-26,Home Appliances,381.3,3,24.18,Next-Day,Debit Card,32,Male,City92,Not Returned,867.30498
2022-01-29,Clothing,1294.18,4,37.02,Express,Wallet,29,Male,City17,Not Returned,3260.2982559999996
2023-02-04,Toys,1635.78,5,27.49,Next-Day,Wallet,24,Female,City79,Not Returned,5930.520390000001
2025-04-20,Books,310.45,1,32.11,Standard,Wallet,44,Male,City58,Not Returned,210.764505
2022-02-08,Clothing,1675.62,3,20.23,Express,Wallet,28,Male,City90,Returned,4009.9262219999996
2022-12-23,Electronics,189.98,5,16.36,Standard,Debit Card,65,Male,City83,Not Returned,794.49636
2023-09-17,Home Appliances,385.4,4,31.58,Express,COD,57,Male,City85,Returned,1054.76272
2025-01-06,Books,675.49,4,30.49,Standard,Debit Card,45,Female,City33,Returned,1878.1323960000002
2023-10-28,Books,847.14,4,29.24,Express,Debit Card,48,Female,City13,Not Returned,2397.745056
2023-06-15,Clothing,1439.46,1,9.04,Express,Debit Card,39,Female,City95,Not Returned,1309.332816
2023-09-28,Home Appliances,1841.92,3,37.09,Express,Wallet,47,Male,City10,Not Returned,3476.255616
2023-03-07,Books,1731.99,5,24.59,Express,Wallet,43,Male,City94,Not Returned,6530.468295000001
2022-05-25,Clothing,1040.49,5,31.04,Express,COD,58,Female,City67,Not Returned,3587.60952
2022-06-11,Books,1743.3,5,7.88,Standard,Wallet,41,Male,City63,Not Returned,8029.6398
2023-10-24,Clothing,615.25,2,40.83,Next-Day,COD,25,Female,City11,Not Returned,728.08685
2023-11-10,Home Appliances,1929.43,2,23.25,Express,Credit Card,23,Male,City89,Not Returned,2961.67505
2023-09-09,Books,1592.22,5,50.0,Next-Day,Debit Card,40,Female,City21,Not Returned,3980.55
2024-11-04,Books,370.23,4,2.14,Express,COD,45,Female,City67,Not Returned,1449.2283120000002
2024-05-15,Clothing,942.89,3,39.59,Next-Day,Wallet,63,Male,City1,Not Returned,1708.7995469999998
2025-02-03,Clothing,426.39,3,14.78,Standard,Credit Card,54,Female,City28,Not Returned,1090.108674
2024-07-30,Toys,310.65,1,48.53,Express,COD,52,Female,City100,Not Returned,159.89155499999995
2022-08-11,Electronics,224.69,4,26.04,Standard,Credit Card,22,Male,City39,Not Returned,664.722896
2023-04-21,Electronics,926.35,2,24.23,Standard,COD,24,Male,City17,Not Returned,1403.79079
2022-09-13,Toys,576.76,5,0.09,Express,Debit Card,50,Female,City96,Not Returned,2881.20458
2023-10-17,Clothing,1852.78,3,10.75,Express,Debit Card,56,Male,City46,Not Returned,4960.81845
2022-04-22,Books,185.08,3,15.18,Next-Day,Credit Card,37,Female,City29,Not Returned,470.95456800000005
2025-08-18,Electronics,596.33,1,43.29,Next-Day,COD,35,Female,City84,Not Returned,338.178743
2023-04-28,Electronics,1408.09,5,13.4,Next-Day,Debit Card,51,Male,City94,Not Returned,6097.0297
2023-01-27,Electronics,1037.72,4,42.01,Express,Credit Card,46,Female,City46,Not Returned,2407.0953120000004
2023-02-28,Clothing,1630.22,3,46.13,Standard,Debit Card,24,Male,City40,Not Returned,2634.5985419999997
2022-08-19,Electronics,1296.73,2,39.79,Express,Credit Card,64,Female,City62,Returned,1561.5222660000002
2023-05-11,Electronics,1212.86,2,34.83,Express,Debit Card,18,Male,City69,Not Returned,1580.8417239999997
2023-04-12,Clothing,203.64,5,28.15,Standard,Wallet,44,Female,City50,Not Returned,731.5767
2025-04-13,Books,872.67,2,34.82,Standard,Debit Card,37,Male,City22,Not Returned,1137.612612
2024-12-12,Home Appliances,1870.32,4,1.66,Express,COD,55,Female,City97,Not Returned,7357.090752
2023-07-01,Toys,204.09,2,10.2,Next-Day,Wallet,40,Female,City94,Not Returned,366.54564
2024-06-22,Electronics,1700.78,2,31.34,Standard,Wallet,47,Female,City91,Returned,2335.5110959999997
2022-01-25,Books,1463.73,5,7.26,Express,Debit Card,49,Male,City86,Not Returned,6787.31601
2024-06-15,Clothing,807.98,2,35.0,Next-Day,Wallet,32,Male,City83,Not Returned,1050.374
2023-05-11,Clothing,189.06,2,4.51,Next-Day,Wallet,19,Female,City38,Not Returned,361.066788
